treatment,treatment_factor,session,period,groupID,text,keep,messagecount,wordcount,count_g2,count_g2_percent
1,Zero,2,15,5,wouldn't that be too low? ,,22,6,3,13.64
1,Zero,2,15,3,"yeah, 1, putting in more tokens after 40 decreases the payoff",,22,11,3,13.64
1,Zero,2,15,4,too low.,,22,2,3,13.64
1,Zero,2,15,3,they are around 16 at this point if 2 of us did 5,,22,13,3,13.64
1,Zero,2,15,1,"shit, where does it say that?",,22,6,3,13.64
1,Zero,2,15,3,if would bring the total towards 40,,22,7,3,13.64
1,Zero,2,15,3,back sheet of the instruction packet,,22,6,3,13.64
1,Zero,2,15,5,do the caluclater thing on the next page,,22,8,3,13.64
1,Zero,2,15,5,itll tell u,,22,3,3,13.64
1,Zero,2,15,2,dont worry about it just put in 5,,22,8,3,13.64
2,Partial,1,1,3,ello,,39,1,5,12.82
2,Partial,1,1,3,I think we should all invest 6,,39,7,5,12.82
2,Partial,1,1,4,Ciao,,39,1,5,12.82
2,Partial,1,1,1,ideally we want to get to 40,,39,7,5,12.82
2,Partial,1,1,2,"Since we are in group 1 we are 5 people, we invest 8 dollars each\",,39,15,5,12.82
2,Partial,1,1,5,it makes most sense if we try to get everyone to put in 5 tokens to get the most pyaoff,,39,20,5,12.82
2,Partial,1,1,2,to get to 40,,39,4,5,12.82
2,Partial,1,1,4,im cool with that,,39,4,5,12.82
2,Partial,1,1,5,okay,,39,1,5,12.82
2,Partial,1,1,3,so 5 points apiece,,39,4,5,12.82
2,Partial,1,1,1,works for me,,39,3,5,12.82
2,Partial,1,1,1,yuhh.,,39,1,5,12.82
2,Partial,1,1,4,lets also not deduct points from each other,1,39,8,5,12.82
2,Partial,1,1,1,i bet group two does more,1,39,6,5,12.82
2,Partial,1,1,3,and hope that group 2 understands,1,39,6,5,12.82
2,Partial,1,1,5,5 points each is good,,39,5,5,12.82
2,Partial,1,1,2,40 tokens in the account gives max pay out,,39,9,5,12.82
2,Partial,1,1,5,no duductions on my end too,,39,6,5,12.82
2,Partial,1,1,2,so agreed,,39,2,5,12.82
2,Partial,1,1,4,then 5?,,39,2,5,12.82
2,Partial,1,1,4,so we are investing 5 each?,,39,6,5,12.82
2,Partial,1,1,4,oh njk,,39,2,5,12.82
2,Partial,1,1,5,yes 5,,39,2,5,12.82
2,Partial,1,1,1,k lets go yeah everyone continue,,39,6,5,12.82
2,Partial,1,1,4,k,,39,1,5,12.82
2,Partial,1,1,5,k,,39,1,5,12.82
2,Partial,1,1,2,k\,,39,1,5,12.82
2,Partial,1,1,3,have to take in account what group 2 will do,,39,10,5,12.82
2,Partial,1,1,2,lets see how this round goes. We aren't sure what group B will put into the account ,,39,18,5,12.82
2,Partial,1,1,3,maybe 4 would be better cuz group 2 will likely contribute more tokens,,39,13,5,12.82
2,Partial,1,1,4,so 6?,,39,2,5,12.82
2,Partial,1,1,2,not a bad point,,39,4,5,12.82
2,Partial,1,1,2,they are less people,,39,4,5,12.82
2,Partial,1,1,3,and the payoff from 30-40 tokens total is kinda similar,,39,10,5,12.82
2,Partial,1,1,2,i say 6 for this round. We can change the amount if we notice group b is adding in more/ less,1,39,21,5,12.82
2,Partial,1,1,3,6 it is,,39,3,5,12.82
2,Partial,1,1,1,yeah i think six is best,,39,6,5,12.82
2,Partial,1,1,4,k,,39,1,5,12.82
2,Partial,1,1,2,should we do a test of 5 first,,39,8,5,12.82
2,Partial,1,3,2,group B is adding more coins in than we need ,,41,11,6,14.63
2,Partial,1,3,4,the more that we invest the better,,41,7,6,14.63
2,Partial,1,3,1,We should all give the group 2 member a penalty,,41,10,6,14.63
2,Partial,1,3,2,What do you all think about adding 5 in each to offset their addition,,41,14,6,14.63
2,Partial,1,3,3,lmao yea,,41,2,6,14.63
2,Partial,1,3,5,but if we keep investing a lot we will go to the negatives,,41,13,6,14.63
2,Partial,1,3,2,agreed,,41,1,6,14.63
2,Partial,1,3,1,it will scare them out of investing more i think. ,,41,11,6,14.63
2,Partial,1,3,4,lets do 8,,41,3,6,14.63
2,Partial,1,3,3,lets do 5,,41,3,6,14.63
2,Partial,1,3,4,guys dont put anything down for deductions it doesnt help anyone and i think we can do 5,,41,18,6,14.63
2,Partial,1,3,4,who is deducting 33 points!!! :[,,41,6,6,14.63
2,Partial,1,3,5,fine with me,,41,3,6,14.63
2,Partial,1,3,2,i agree. i don't see the point in deducting. it negitively affects you and the people you deduct from,,41,19,6,14.63
2,Partial,1,3,4,cool,,41,1,6,14.63
2,Partial,1,3,2,not me,,41,2,6,14.63
2,Partial,1,3,1,i say we do like 6 or 7 and each throw a deduction at the random group 2,1,41,18,6,14.63
2,Partial,1,3,2,agreen,,41,1,6,14.63
2,Partial,1,3,2,agreed*,,41,1,6,14.63
2,Partial,1,3,1,i also agree. 5 it is,,41,6,6,14.63
2,Partial,1,3,5,k,,41,1,6,14.63
2,Partial,1,3,4,alright so lets all put in 8 points,,41,8,6,14.63
2,Partial,1,3,4,i think its more to see if we will deduct points from people given the opportunity,,41,16,6,14.63
2,Partial,1,3,2,lets do 6,,41,3,6,14.63
2,Partial,1,3,1,compromise and do 7,,41,4,6,14.63
2,Partial,1,3,4,but we don't benefit from it so it doesn't matter,,41,10,6,14.63
2,Partial,1,3,4,the more we put in the more we make,,41,9,6,14.63
2,Partial,1,3,1,and punish the group 2,1,41,5,6,14.63
2,Partial,1,3,1,k go,,41,2,6,14.63
2,Partial,1,3,2,if we do 8 we'll already be at 40,,41,9,6,14.63
2,Partial,1,3,3,yea screw the #2 and make them know they shouldnt invest,1,41,11,6,14.63
2,Partial,1,3,2,agreed. ,,41,2,6,14.63
2,Partial,1,3,5,works for me',,41,3,6,14.63
2,Partial,1,3,4,7 it is,,41,3,6,14.63
2,Partial,1,3,1,if they invest less well benefit,,41,6,6,14.63
2,Partial,1,3,3,okay 5 it is everyone,,41,5,6,14.63
2,Partial,1,3,2,yes,,41,1,6,14.63
2,Partial,1,3,4,yup,,41,1,6,14.63
2,Partial,1,3,3,shun #2,1,41,2,6,14.63
2,Partial,1,3,2,yuuuuup,,41,1,6,14.63
2,Partial,1,3,2,smd,,41,1,6,14.63
2,Partial,1,5,1,should we try to condition them?,,48,6,11,22.92
2,Partial,1,5,5,Ive been doing worse putting in more,,48,7,11,22.92
2,Partial,1,5,3,the deductions are for group 2,1,48,6,11,22.92
2,Partial,1,5,2,obviously,,48,1,11,22.92
2,Partial,1,5,4,ahh,,48,1,11,22.92
2,Partial,1,5,3,hey lets just keep deducting from #2....split it 5 ways,,48,10,11,22.92
2,Partial,1,5,2,hahah those greedy people..,,48,4,11,22.92
2,Partial,1,5,5,i think 5 is safe ,,48,6,11,22.92
2,Partial,1,5,3,we need to deduct from them when they aren't doing what they should,,48,13,11,22.92
2,Partial,1,5,4,i think if we all put in 7 it wokrs well,,48,11,11,22.92
2,Partial,1,5,1,like if they go above 5 punish them huge and if they stay below we let them off without a punishment,,48,21,11,22.92
2,Partial,1,5,2,oooh i see,,48,3,11,22.92
2,Partial,1,5,1,yeah we should each put 7 in. ,,48,8,11,22.92
2,Partial,1,5,5,but it only affects one person not the whole group,,48,10,11,22.92
2,Partial,1,5,2,how many deductions,,48,3,11,22.92
2,Partial,1,5,4,lol so what do we do?,,48,6,11,22.92
2,Partial,1,5,3,yea 7 works good and keep deducting from any 2 that invests more that a few ,,48,17,11,22.92
2,Partial,1,5,1,right.,,48,1,11,22.92
2,Partial,1,5,4,not if WE ALL do it,,48,6,11,22.92
2,Partial,1,5,4,"but if we start deducting from them they will from us, yes or no?",,48,14,11,22.92
2,Partial,1,5,2,so how many are we putting this time,,48,8,11,22.92
2,Partial,1,5,1,invest 7,,48,2,11,22.92
2,Partial,1,5,3,7,,48,1,11,22.92
2,Partial,1,5,3,they can't,,48,2,11,22.92
2,Partial,1,5,2,yes they will . ,,48,5,11,22.92
2,Partial,1,5,1,deduct from 2,1,48,3,11,22.92
2,Partial,1,5,2,oh true!,,48,2,11,22.92
2,Partial,1,5,5,7 for all the rounds,,48,5,11,22.92
2,Partial,1,5,4,"SO ALL put in 7, NOT 4 ",,48,8,11,22.92
2,Partial,1,5,1,right,,48,1,11,22.92
2,Partial,1,5,3,i think only one can,,48,5,11,22.92
2,Partial,1,5,5,and 2 deduction on the group 2,,48,7,11,22.92
2,Partial,1,5,3,and im not sure about that,,48,6,11,22.92
2,Partial,1,5,3,and whatever #2 has for $ we all deduct him down to zero by splitting the cost 5 ways,1,48,19,11,22.92
2,Partial,1,5,2,i just read it.,,48,4,11,22.92
2,Partial,1,5,2,thats true,,48,2,11,22.92
2,Partial,1,5,5,so how much should we invest,,48,6,11,22.92
2,Partial,1,5,4,7?,,48,1,11,22.92
2,Partial,1,5,4,so how much deduction for each,,48,6,11,22.92
2,Partial,1,5,4,?,,48,1,11,22.92
2,Partial,1,5,1,why 7?,,48,2,11,22.92
2,Partial,1,5,3,but i say we stick with 5 for investing,,48,9,11,22.92
2,Partial,1,5,2,too high ,,48,3,11,22.92
2,Partial,1,5,2,5,,48,1,11,22.92
2,Partial,1,5,4,ok,,48,1,11,22.92
2,Partial,1,5,2,5,,48,1,11,22.92
2,Partial,1,5,4,5 it is,,48,3,11,22.92
2,Partial,1,5,1,5 works,,48,2,11,22.92
2,Partial,1,7,5,7 is good,,46,3,6,13.04
2,Partial,1,7,4,i agree,,46,2,6,13.04
2,Partial,1,7,5,people who put in 6 got less,,46,7,6,13.04
2,Partial,1,7,2,so much for sticking to the plan. ,,46,8,6,13.04
2,Partial,1,7,1,someones being illogical,,46,3,6,13.04
2,Partial,1,7,3,yea alternate bewteen 6 and 7,,46,6,6,13.04
2,Partial,1,7,2,cool,,46,1,6,13.04
2,Partial,1,7,4,question are we getting paid the total payoff by the conversion rate? and lol yeah ik,,46,16,6,13.04
2,Partial,1,7,5,why alternate,,46,2,6,13.04
2,Partial,1,7,4,Persons 2 and 3 folllow the rules ,,46,8,6,13.04
2,Partial,1,7,4,do we want to do 5 or change it?,,46,9,6,13.04
2,Partial,1,7,3,odd members do 7 on odd turns and even do odd on even turns,,46,14,6,13.04
2,Partial,1,7,3,keep it at 5,,46,4,6,13.04
2,Partial,1,7,1,make sure we keep deducting from group 2. theyll get the hint and well end up benefitting,1,46,17,6,13.04
2,Partial,1,7,2,clearly no one is going to do 5. ,,46,9,6,13.04
2,Partial,1,7,1,5 def,,46,2,6,13.04
2,Partial,1,7,5,but if we all put in 7 and continue deductions that works,,46,12,6,13.04
2,Partial,1,7,4,okie,,46,1,6,13.04
2,Partial,1,7,3,who put 12?,,46,3,6,13.04
2,Partial,1,7,5,okay,,46,1,6,13.04
2,Partial,1,7,3,alternate to ensure its staying at around 45-50,,46,8,6,13.04
2,Partial,1,7,1,i agree with member 5,,46,5,6,13.04
2,Partial,1,7,4,that was group 2 i thot,,46,6,6,13.04
2,Partial,1,7,2,how many deductions should we put,,46,6,6,13.04
2,Partial,1,7,4,T,,46,1,6,13.04
2,Partial,1,7,2,nope it was in group one,,46,6,6,13.04
2,Partial,1,7,3,no,,46,1,6,13.04
2,Partial,1,7,5,wait so who alternates when,,46,5,6,13.04
2,Partial,1,7,4,7**,,46,1,6,13.04
2,Partial,1,7,2,someone needs to be voted off the island ,,46,9,6,13.04
2,Partial,1,7,4,and whoever did got the highest payout :/,,46,8,6,13.04
2,Partial,1,7,2,if we put 5 each its 100 deducted,,46,8,6,13.04
2,Partial,1,7,4,lol ,,46,2,6,13.04
2,Partial,1,7,4,how about no one alternates,,46,5,6,13.04
2,Partial,1,7,3,everyone has to do 5,,46,5,6,13.04
2,Partial,1,7,4,k,,46,1,6,13.04
2,Partial,1,7,1,5 it is,,46,3,6,13.04
2,Partial,1,7,4," jsut do 7, its easy to folle",,46,7,6,13.04
2,Partial,1,7,3,if anyone goes over 5 deduct from them,,46,8,6,13.04
2,Partial,1,7,5,yeah if we do 5 deductiona nd all 7 we are good,,46,12,6,13.04
2,Partial,1,7,2,lets go 2 rounds no alternating and putting 5 deduction points,,46,11,6,13.04
2,Partial,1,7,1,we need to get them down to 0 in group two so they prefer to keep their coins,,46,18,6,13.04
2,Partial,1,7,4,got it,,46,2,6,13.04
2,Partial,1,7,3,if group 2 goes over 5 deduct,1,46,7,6,13.04
2,Partial,1,7,2,cool\,,46,1,6,13.04
2,Partial,1,7,2,let's see if you all are telling the truth ,,46,10,6,13.04
2,Partial,1,9,5,what if group 2 is a computer,,51,7,11,21.57
2,Partial,1,9,3,who went over 5,,51,4,11,21.57
2,Partial,1,9,4,lets try something new,,51,4,11,21.57
2,Partial,1,9,4,everyone except 1 did 5,,51,5,11,21.57
2,Partial,1,9,5,and they wont respond to what we do,,51,8,11,21.57
2,Partial,1,9,2,dont think it is,,51,4,11,21.57
2,Partial,1,9,4,number 1 did 7,,51,4,11,21.57
2,Partial,1,9,4,i feel like we are lozing money,,51,7,11,21.57
2,Partial,1,9,5,go back to 5,,51,4,11,21.57
2,Partial,1,9,1,if we drop back to 5 each we will make a bit more,,51,13,11,21.57
2,Partial,1,9,2,last round we went up,,51,5,11,21.57
2,Partial,1,9,3,lets do 5 now\,,51,4,11,21.57
2,Partial,1,9,5,we all made more then,,51,5,11,21.57
2,Partial,1,9,5,lets do 5,,51,3,11,21.57
2,Partial,1,9,3,everyone start deducting 5 from whoever goes over,1,51,8,11,21.57
2,Partial,1,9,2,work as a group and we will get a better pay off #1,,51,13,11,21.57
2,Partial,1,9,2,"if 5 doesnt work round 9, lets go back to 7",,51,11,11,21.57
2,Partial,1,9,4,ok,,51,1,11,21.57
2,Partial,1,9,4,yup,,51,1,11,21.57
2,Partial,1,9,1,sounds good,,51,2,11,21.57
2,Partial,1,9,5,okay ,,51,2,11,21.57
2,Partial,1,9,1,punish group 2 still,1,51,4,11,21.57
2,Partial,1,9,4,keep it at 5,,51,4,11,21.57
2,Partial,1,9,5,first 5 then if we do worse back to 7,,51,10,11,21.57
2,Partial,1,9,4,or all do what u did in round 6,,51,9,11,21.57
2,Partial,1,9,2,yes,,51,1,11,21.57
2,Partial,1,9,4,?,,51,1,11,21.57
2,Partial,1,9,5,keep punishing group 2,1,51,4,11,21.57
2,Partial,1,9,3,doing 5 is more profitable...one of the #2 keeps putting in 10+ so thats the one we gotta punish  wit hdeductions,,51,21,11,21.57
2,Partial,1,9,2,but we know #1 is going to be greedy so what do we do,,51,14,11,21.57
2,Partial,1,9,3,"group 1 or group 2.  if they go over 5, deduct 5",,51,12,11,21.57
2,Partial,1,9,2,yes,,51,1,11,21.57
2,Partial,1,9,5,is anyone decducting from group 2,1,51,6,11,21.57
2,Partial,1,9,1,5 it is,,51,3,11,21.57
2,Partial,1,9,3,it will be too costly for them to do it again,,51,11,11,21.57
2,Partial,1,9,4,promise this time?,,51,3,11,21.57
2,Partial,1,9,4,so 5,,51,2,11,21.57
2,Partial,1,9,4,then 7,,51,2,11,21.57
2,Partial,1,9,3,we gotta go balls deep on that #2...like gangbang balls deep,1,51,11,11,21.57
2,Partial,1,9,2,hahaha,,51,1,11,21.57
2,Partial,1,9,3,im doing what i said,,51,5,11,21.57
2,Partial,1,9,5,hahaha,,51,1,11,21.57
2,Partial,1,9,4,breathe,,51,1,11,21.57
2,Partial,1,9,2,they are lieing so we put in less and they get a better pay off,,51,15,11,21.57
2,Partial,1,9,5,so punish two with 7,,51,5,11,21.57
2,Partial,1,9,2,agreed,,51,1,11,21.57
2,Partial,1,9,5,and put in 5,,51,4,11,21.57
2,Partial,1,9,2,that will teach him,,51,4,11,21.57
2,Partial,1,9,4,so what do we do?,,51,5,11,21.57
2,Partial,1,9,3,if we all deduct they will get a smaller payoff,,51,10,11,21.57
2,Partial,1,9,3,5,,51,1,11,21.57
2,Partial,1,11,5,that last ome sucked,,64,4,12,18.75
2,Partial,1,11,2,clearly they arent following along,,64,5,12,18.75
2,Partial,1,11,2,is anyone down for six each,,64,6,12,18.75
2,Partial,1,11,3,is everyone deducting from group 2?,1,64,6,12,18.75
2,Partial,1,11,1,yeah theyre going crazy,1,64,4,12,18.75
2,Partial,1,11,2,i am deducting ,1,64,4,12,18.75
2,Partial,1,11,4,i am,1,64,2,12,18.75
2,Partial,1,11,3,the #2 are trying to fuck us over,1,64,8,12,18.75
2,Partial,1,11,2,should we invest less,,64,4,12,18.75
2,Partial,1,11,2,yep,,64,1,12,18.75
2,Partial,1,11,5,i put in 12 once as a decuction cz i was mad,,64,12,12,18.75
2,Partial,1,11,3,lets do 3 or 4,,64,5,12,18.75
2,Partial,1,11,5,are we just deducting 1,,64,5,12,18.75
2,Partial,1,11,2,i put in 15,,64,4,12,18.75
2,Partial,1,11,4,what would happen if we all did 6?,,64,8,12,18.75
2,Partial,1,11,5,hahahaha,,64,1,12,18.75
2,Partial,1,11,3,yea i put deduction of 20,,64,6,12,18.75
2,Partial,1,11,2,lol,,64,1,12,18.75
2,Partial,1,11,2,hahahaha,,64,1,12,18.75
2,Partial,1,11,4, i deducted 5 and then 3,,64,6,12,18.75
2,Partial,1,11,2,son of a bitch they are,,64,6,12,18.75
2,Partial,1,11,2,"well the first round, we all did 6 and received 189 each",,64,12,12,18.75
2,Partial,1,11,2,so 3?,,64,2,12,18.75
2,Partial,1,11,1,haha nice work ,,64,4,12,18.75
2,Partial,1,11,2,or 4?,,64,2,12,18.75
2,Partial,1,11,5,lets try 3. if it doesnt work 6,,64,8,12,18.75
2,Partial,1,11,4,so how much shoul we go for,,64,7,12,18.75
2,Partial,1,11,3,stick with 5,,64,3,12,18.75
2,Partial,1,11,3,yea we gotta keep fuckin dem bitches,1,64,7,12,18.75
2,Partial,1,11,1,whats the benefit of going lower>?,,64,6,12,18.75
2,Partial,1,11,1,oh wait,,64,2,12,18.75
2,Partial,1,11,4,3 is so little thoug...,,64,5,12,18.75
2,Partial,1,11,1,that was dumb,,64,3,12,18.75
2,Partial,1,11,2,so 4,,64,2,12,18.75
2,Partial,1,11,2,what does everyone think,,64,4,12,18.75
2,Partial,1,11,1,4?,,64,1,12,18.75
2,Partial,1,11,5,4 is good. they keep putting in more and more,1,64,10,12,18.75
2,Partial,1,11,2,they dont realize there hurting themselves bc we can deduct them,,64,11,12,18.75
2,Partial,1,11,4,4 and then 7,,64,4,12,18.75
2,Partial,1,11,4,i think we should try 6 the first round if it doesnt work do 5,,64,15,12,18.75
2,Partial,1,11,3,fine,,64,1,12,18.75
2,Partial,1,11,5,4 and then 7 unless 4 works,,64,7,12,18.75
2,Partial,1,11,1,4 and then 7,,64,4,12,18.75
2,Partial,1,11,4,cool,,64,1,12,18.75
2,Partial,1,11,4,?,,64,1,12,18.75
2,Partial,1,11,2,hopefully theyll catch on,,64,4,12,18.75
2,Partial,1,11,2,ok so if we go below 163-167 go back to 5 for round two,,64,14,12,18.75
2,Partial,1,11,1,okay 6 then 5,,64,4,12,18.75
2,Partial,1,11,3,deduct 5 from group 2 when they go over,1,64,9,12,18.75
2,Partial,1,11,3,just stick to 4-6,,64,4,12,18.75
2,Partial,1,11,4,yup,,64,1,12,18.75
2,Partial,1,11,1,and put at least 8-10 deduction on group 2,1,64,9,12,18.75
2,Partial,1,11,2,alright,,64,1,12,18.75
2,Partial,1,11,5,4 then 6 unless 4 wrosk,,64,6,12,18.75
2,Partial,1,11,2,good plan,,64,2,12,18.75
2,Partial,1,11,5,*works,,64,1,12,18.75
2,Partial,1,11,4,GO TEAM GO,,64,3,12,18.75
2,Partial,1,11,1,ok,,64,1,12,18.75
2,Partial,1,11,2,lets go,,64,2,12,18.75
2,Partial,1,11,4,yay team,,64,2,12,18.75
2,Partial,1,11,5,go,,64,1,12,18.75
2,Partial,1,11,1,lets do ittttt,,64,3,12,18.75
2,Partial,1,11,2,high five,,64,2,12,18.75
2,Partial,1,11,4,&&&,,64,1,12,18.75
2,Partial,1,13,5,who keeps putting in 10,,50,5,3,6
2,Partial,1,13,2,so muych for sticking to the plan,,50,7,3,6
2,Partial,1,13,2,#3 did,,50,2,3,6
2,Partial,1,13,2,is this the last round?,,50,5,3,6
2,Partial,1,13,3,nah dat aint me...i think #5 did ,,50,8,3,6
2,Partial,1,13,2,someone put 12 last round,,50,5,3,6
2,Partial,1,13,4,should we try a lower number? cuz group 2 is getting like 180-190 per round even with deductions,,50,18,3,6
2,Partial,1,13,5,n=wasnt me,,50,2,3,6
2,Partial,1,13,3,3 rounds left,,50,3,3,6
2,Partial,1,13,1,were falling apart,,50,3,3,6
2,Partial,1,13,2,can we stick to a plan,,50,6,3,6
2,Partial,1,13,3,if we go lower theyll make more,,50,7,3,6
2,Partial,1,13,5,"mine said 10, 6,6,10,7",,50,4,3,6
2,Partial,1,13,2,what is going on,,50,4,3,6
2,Partial,1,13,2,agreed with 3,,50,3,3,6
2,Partial,1,13,2,thast what mine said too,,50,5,3,6
2,Partial,1,13,4,should we try 5 each,,50,5,3,6
2,Partial,1,13,3,just stick with 5,,50,4,3,6
2,Partial,1,13,3,lol... invisible hand theory,,50,4,3,6
2,Partial,1,13,4,so stick to 5?,,50,4,3,6
2,Partial,1,13,4,kk,,50,1,3,6
2,Partial,1,13,1,5,,50,1,3,6
2,Partial,1,13,2,just tryna get to 2100 points,,50,6,3,6
2,Partial,1,13,5,if you dont put in what we agree on i will deduct it,,50,13,3,6
2,Partial,1,13,3,if everyone is deducting 5 from them they are losing 75 each round,,50,13,3,6
2,Partial,1,13,1,this is going to end in a brawl between everyone,,50,10,3,6
2,Partial,1,13,5,okay,,50,1,3,6
2,Partial,1,13,2,agreed,,50,1,3,6
2,Partial,1,13,4,so 5???,,50,2,3,6
2,Partial,1,13,3,so really only making around 110,,50,6,3,6
2,Partial,1,13,2,lets agree,,50,2,3,6
2,Partial,1,13,2,yes 5,,50,2,3,6
2,Partial,1,13,5,5,,50,1,3,6
2,Partial,1,13,4,quick,,50,1,3,6
2,Partial,1,13,3,yea 5,,50,2,3,6
2,Partial,1,13,4,so we get paid the final total * .012?,,50,9,3,6
2,Partial,1,13,1,yeah 5,,50,2,3,6
2,Partial,1,13,2,yes,,50,1,3,6
2,Partial,1,13,4,all rounds?,,50,2,3,6
2,Partial,1,13,3,or 10,,50,2,3,6
2,Partial,1,13,5,yes,,50,1,3,6
2,Partial,1,13,2,if someone doesnt im putting 100 in my deduction,,50,9,3,6
2,Partial,1,13,4,last round 7,,50,3,3,6
2,Partial,1,13,2,i have plenty to spare,,50,5,3,6
2,Partial,1,13,4,cool,,50,1,3,6
2,Partial,1,13,3,5 it is,,50,3,3,6
2,Partial,1,13,4,"5,5,7",,50,1,3,6
2,Partial,1,13,1,"5, 5, then 7?",,50,4,3,6
2,Partial,1,13,4,5,,50,1,3,6
2,Partial,1,13,1,yeah ,,50,2,3,6
2,Partial,1,15,2,everything went well in round 13,,54,6,7,12.96
2,Partial,1,15,4,well guys its been real,,54,5,7,12.96
2,Partial,1,15,2,why did u all deduct from me,,54,7,7,12.96
2,Partial,1,15,4,"number 2, FOLLOW THE RULES",1,54,5,7,12.96
2,Partial,1,15,5,not 14,,54,2,7,12.96
2,Partial,1,15,2,i'll miss you all,,54,4,7,12.96
2,Partial,1,15,3,that it has,,54,3,7,12.96
2,Partial,1,15,3,member #2 dum,1,54,3,7,12.96
2,Partial,1,15,4,hahahaha,,54,1,7,12.96
2,Partial,1,15,2,round 13 i put 5,1,54,5,7,12.96
2,Partial,1,15,1,atta girl number 2,,54,4,7,12.96
2,Partial,1,15,5,5 is agreed,,54,3,7,12.96
2,Partial,1,15,2,and got deducted 162 ,1,54,5,7,12.96
2,Partial,1,15,5,last round lets make it count haha,,54,7,7,12.96
2,Partial,1,15,4,have fun with your money!,,54,5,7,12.96
2,Partial,1,15,1,damn,,54,1,7,12.96
2,Partial,1,15,5,then follow the rules,,54,4,7,12.96
2,Partial,1,15,4,"this time 7, last round",,54,5,7,12.96
2,Partial,1,15,2,round 13 i agreed....,,54,4,7,12.96
2,Partial,1,15,2,im at 28+5=32,,54,3,7,12.96
2,Partial,1,15,2,this is im letting loose,,54,5,7,12.96
2,Partial,1,15,4,shweet,,54,1,7,12.96
2,Partial,1,15,4,"it was supposed to be 5,5,7",,54,6,7,12.96
2,Partial,1,15,3,im at 100,,54,3,7,12.96
2,Partial,1,15,3,lmao yea u put 12 in da honey pot... not going with da flow means ur gonna get deducted,1,54,19,7,12.96
2,Partial,1,15,5,lets do 7 then,,54,4,7,12.96
2,Partial,1,15,1,its not gunna benefit you to let loose,,54,8,7,12.96
2,Partial,1,15,3,nah i call free for all,,54,6,7,12.96
2,Partial,1,15,2,thats bc i got deducted a round before,,54,8,7,12.96
2,Partial,1,15,2,this is a free for all,,54,6,7,12.96
2,Partial,1,15,4,100 dollars.....?,,54,2,7,12.96
2,Partial,1,15,2,are you trying to get some deductions?,,54,7,7,12.96
2,Partial,1,15,2,get ready to each lost 200 points,,54,7,7,12.96
2,Partial,1,15,4,hahahaha,,54,1,7,12.96
2,Partial,1,15,3,erryman for dem selves,,54,4,7,12.96
2,Partial,1,15,3,haha of course im kidding,,54,5,7,12.96
2,Partial,1,15,4,because u did NOT follow the rules,,54,7,7,12.96
2,Partial,1,15,2,round 13,,54,2,7,12.96
2,Partial,1,15,2,i put 5,,54,3,7,12.96
2,Partial,1,15,1,wow,,54,1,7,12.96
2,Partial,1,15,4,only 30 seconds...,,54,3,7,12.96
2,Partial,1,15,3,u mad member #2,1,54,4,7,12.96
2,Partial,1,15,2,i did follow the rules,1,54,5,7,12.96
2,Partial,1,15,4,7 it is,,54,3,7,12.96
2,Partial,1,15,1,this escalated quickly,,54,3,7,12.96
2,Partial,1,15,4, go,,54,1,7,12.96
2,Partial,1,15,5,7,,54,1,7,12.96
2,Partial,1,15,2,17,,54,1,7,12.96
2,Partial,1,15,2,camt wait for this,,54,4,7,12.96
2,Partial,1,15,4,14,,54,1,7,12.96
2,Partial,1,15,4,7,,54,1,7,12.96
2,Partial,1,15,3,`0,,54,1,7,12.96
2,Partial,1,15,4,byeee love you guys,,54,4,7,12.96
2,Partial,1,15,4,7777,,54,1,7,12.96
2,Partial,2,1,5,dont add deductions to anyone,1,40,5,4,10
2,Partial,2,1,1,yoooo,,40,1,4,10
2,Partial,2,1,4,okay,,40,1,4,10
2,Partial,2,1,3,kk,,40,1,4,10
2,Partial,2,1,1,whats gucci,,40,2,4,10
2,Partial,2,1,2,helloo,,40,1,4,10
2,Partial,2,1,3,if we all enter 6 we get the highest pay,,40,10,4,10
2,Partial,2,1,5,hey,,40,1,4,10
2,Partial,2,1,1,okay,,40,1,4,10
2,Partial,2,1,5,we want the least amount of tokens in there,,40,9,4,10
2,Partial,2,1,3,i think,,40,2,4,10
2,Partial,2,1,1,yoooo,,40,1,4,10
2,Partial,2,1,1,okayyy,,40,1,4,10
2,Partial,2,1,3,its like 42,,40,3,4,10
2,Partial,2,1,1,just do you man,,40,4,4,10
2,Partial,2,1,2,why?,,40,1,4,10
2,Partial,2,1,4,but what about the group 2 people,,40,7,4,10
2,Partial,2,1,3,7 x6,,40,2,4,10
2,Partial,2,1,1,yooo good point,,40,3,4,10
2,Partial,2,1,3,we want 40 tokens,,40,4,4,10
2,Partial,2,1,5,okay,,40,1,4,10
2,Partial,2,1,2,theres 8 people per group?,,40,5,4,10
2,Partial,2,1,4,yeah I think deductions will just hurt us,,40,8,4,10
2,Partial,2,1,1,yooo ,,40,2,4,10
2,Partial,2,1,1,thats crazy,,40,2,4,10
2,Partial,2,1,2,lol,,40,1,4,10
2,Partial,2,1,2,okay,,40,1,4,10
2,Partial,2,1,5,the payout for each token goes down as toekns increase,,40,10,4,10
2,Partial,2,1,4,we should all enter 5 cuz group 2 people will also put some in,1,40,14,4,10
2,Partial,2,1,3,ok so 5 per person,,40,5,4,10
2,Partial,2,1,2,so everyone should enter 5,,40,5,4,10
2,Partial,2,1,1,yooo,,40,1,4,10
